Flooring,ViewYN,PoolPrivateYN,ClosePrice,Latitude,Longitude,LivingArea,MLSAreaMajor,CountyOrParish,AttachedGarageYN,ParkingTotal,YearBuilt,BathroomsTotalInteger,City,BedroomsTotal,FireplaceYN,Stories,Levels,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,AssociationFee,LotSizeSquareFeet,SaleYearMonth
"Carpet,Wood",1,0,2242500.0,33.782506,-118.413492,2300.0,160 - Lunada Bay/Margate,Los Angeles,1,3.0,1976.0,3,Palos Verdes Estates,4,1,2,2,4,0,3.0,Palos Verdes Peninsula Unified,0.0,8040.0,2026-05
"Carpet,Tile,Wood",0,0,824000.0,37.98718625,-121.99655948,1496.0,,Contra Costa,1,2.0,1972.0,2,Concord,3,1,1,1,,0,2.0,,,8300.0,2026-05
,0,0,2285000.0,32.78422272,-117.05239789,2396.0,92120 - Del Cerro,San Diego,1,4.0,1970.0,2,San Diego,4,1,1,1,,0,2.0,,,12900.0,2026-05
"Carpet,Tile,Wood",0,0,900000.0,37.35833675,-121.91052775,1080.0,,Santa Clara,1,1.0,1947.0,2,San Jose,3,1,1,1,,0,1.0,,,5000.0,2026-05
"Carpet,Tile",1,1,3500000.0,32.93312,-117.200645,4620.0,92130 - Carmel Valley,San Diego,1,3.0,2003.0,5,San Diego,4,1,2,2,1,0,3.0,San Dieguito Union,67.2,8189.0,2026-05
,0,0,599000.0,33.888172,-118.272004,1450.0,699 - Not Defined,Los Angeles,0,2.0,1955.0,2,Gardena,3,0,1,1,3,0,2.0,Los Angeles Unified,0.0,5739.0,2026-05
Vinyl,1,0,1355000.0,33.892293,-117.838655,1773.0,85 - Yorba Linda,Orange,1,2.0,1962.0,2,Yorba Linda,3,1,1,1,3,0,2.0,Placentia-Yorba Linda Unified,0.0,8150.0,2026-05
,0,0,1600000.0,34.164907,-118.644715,2966.0,WHLL - Woodland Hills,Los Angeles,1,6.0,1974.0,4,Woodland Hills,5,1,2,2,1,0,3.0,Los Angeles Unified,0.0,14048.0,2026-05
"Carpet,Laminate",0,0,330000.0,33.71428539,-117.17565525,1139.0,SRCAR - Southwest Riverside County,Riverside,1,4.0,1988.0,2,Menifee,3,1,1,1,,0,2.0,,94.0,,2026-05
,0,0,1410000.0,33.02336587,-117.06512934,1730.0,92128 - Rancho Bernardo,San Diego,1,4.0,1969.0,2,San Diego,3,0,1,1,,0,2.0,,720.11,8000.0,2026-05
,0,0,1850000.0,37.23785098,-121.90546976,1396.0,699 - Not Defined,Santa Clara,1,2.0,1957.0,2,San Jose,4,1,,0,,0,2.0,Other,,8880.0,2026-05
Vinyl,0,0,1625000.0,33.876192,-118.0449,2470.0,RA - Cerritos North of 91 Frwy,Los Angeles,1,2.0,1971.0,3,Cerritos,5,1,2,2,2,0,2.0,ABC Unified,0.0,5001.0,2026-05
"Concrete,Laminate,Tile,Vinyl",0,0,1710000.0,33.724295,-117.964433,1898.0,16 - Fountain Valley / Northeast HB,Orange,1,2.0,1965.0,3,Fountain Valley,4,1,1,1,4,0,2.0,Fountain Valley,0.0,7505.0,2026-05
Laminate,0,0,1185000.0,33.621277,-117.662627,1560.0,MC - Mission Viejo Central,Orange,1,4.0,1971.0,2,Mission Viejo,3,1,1,1,3,0,2.0,Saddleback Valley Unified,0.0,8700.0,2026-05
Wood,0,0,900000.0,37.93864258,-122.31939769,1558.0,,Contra Costa,1,2.0,1947.0,1,Richmond,2,1,2,2,,0,2.0,,,6000.0,2026-05
Wood,1,0,1925000.0,33.96168,-118.441754,2603.0,C31 - Playa Del Rey,Los Angeles,1,2.0,1982.0,3,Playa Del Rey,3,1,,0,,0,,,,8094.0,2026-05
Carpet,0,0,1300000.0,33.682543,-117.913096,1275.0,C3 - South Coast Metro,Orange,1,2.0,1955.0,2,Costa Mesa,3,1,1,1,3,0,2.0,Newport Mesa Unified,0.0,6864.0,2026-05
,1,0,1530000.0,33.540884000000005,-117.599789,2462.0,ESEN - Esencia,Orange,1,2.0,2018.0,3,Rancho Mission Viejo,3,0,2,2,0,0,2.0,Capistrano Unified,349.0,4622.0,2026-05
,1,0,28000000.0,32.68264419,-117.18086907,6315.0,92118 - Coronado,San Diego,1,6.0,2008.0,5,Coronado,4,0,2,2,,0,4.0,,,,2026-05
,0,0,4000000.0,37.43073525,-122.14191951,2086.0,699 - Not Defined,Santa Clara,1,2.0,1953.0,3,Palo Alto,4,1,,0,,0,2.0,Palo Alto Unified,,5252.0,2026-05
"Laminate,Wood",0,0,825000.0,37.8601185,-122.28733717,1190.0,,Alameda,0,2.0,1924.0,1,Berkeley,2,1,1,1,,0,0.0,,,4180.0,2026-05
,1,0,2408888.0,33.01851492,-117.13266547,2690.0,92127 - Rancho Bernardo,San Diego,1,4.0,2014.0,3,San Diego,4,1,2,2,,0,2.0,,213.0,6324.0,2026-05
"Tile,Wood",1,0,3150000.0,37.473827500000006,-122.19443400000002,2190.0,699 - Not Defined,San Mateo,1,1.0,1947.0,3,Menlo Park,4,1,,0,,0,1.0,Other,,5350.0,2026-05
,1,1,1900000.0,33.772083,-117.814342,2051.0,NTS - North Tustin,Orange,1,4.0,1956.0,3,Santa Ana,4,1,1,1,4,0,2.0,Tustin Unified,0.0,11325.6,2026-05
,0,0,1648000.0,33.18745165,-117.33520877,1869.0,92054 - Oceanside,San Diego,1,6.0,1996.0,2,Oceanside,3,1,1,1,,0,2.0,,,11003.0,2026-05
,1,0,1020000.0,33.759593,-117.989566,1183.0,"60 - Westminster South of Westminster, W of Beach",Orange,1,2.0,1955.0,2,Westminster,3,0,1,1,1,0,2.0,Westminster Unified,0.0,7200.0,2026-05
SeeRemarks,0,0,649990.0,33.874856,-117.323498,1618.0,252 - Riverside,Riverside,1,2.0,2026.0,2,Riverside,3,0,1,1,3,1,2.0,Riverside Unified,196.0,5322.0,2026-05
"Carpet,Wood",0,0,1765000.0,37.88929049,-122.28963614,2103.0,,Alameda,1,1.0,1928.0,3,Albany,3,1,2,2,,0,1.0,,,4400.0,2026-05
"Carpet,Vinyl",1,0,1260000.0,37.92512971,-121.93161434,2481.0,,Contra Costa,1,3.0,1979.0,3,Clayton,5,1,2,2,,0,3.0,,277.0,9900.0,2026-05
"Tile,Vinyl,Wood",0,0,1225000.0,37.77335599,-122.26372392,1150.0,,Alameda,0,4.0,1918.0,1,Alameda,3,1,1,1,,0,0.0,,,7500.0,2026-05
"Tile,Wood",1,0,3625000.0,37.27154508,-121.77310024,2920.0,699 - Not Defined,Santa Clara,1,3.0,1996.0,4,San Jose,3,1,,0,,0,3.0,Other,220.0,13199.0,2026-05
Wood,0,0,2008000.0,37.84939620000001,-122.2450168,2073.0,699 - Not Defined,Alameda,1,3.0,1920.0,2,Oakland,4,1,,0,,0,3.0,Other,,5640.0,2026-05
"Tile,Wood",0,0,2670000.0,37.25527229,-121.94587428,2003.0,699 - Not Defined,Santa Clara,1,2.0,1977.0,2,San Jose,4,0,,0,,0,2.0,Other,,6000.0,2026-05
,0,0,630000.0,34.259899,-118.766969,1248.0,SVW - West Simi,Ventura,0,2.0,1962.0,2,Simi Valley,4,0,1,1,,0,2.0,Simi Valley Unified,,7840.0,2026-05
Wood,1,0,2010777.0,34.118339,-118.134183,1479.0,647 - Pasadena (SW),Los Angeles,0,2.0,1939.0,2,Pasadena,3,1,1,1,3,0,2.0,Pasadena Unified,0.0,7816.0,2026-05
"Carpet,Laminate,Tile,Wood",0,0,735000.0,37.96200588,-121.99913651,1191.0,,Contra Costa,1,1.0,1954.0,2,Concord,4,1,2,2,,0,1.0,,,5500.0,2026-05
,0,0,4250000.0,37.22387604,-121.95998639,2505.0,699 - Not Defined,Santa Clara,1,2.0,1965.0,3,Los Gatos,4,1,,0,,0,2.0,Other,,11840.0,2026-05
"Tile,Wood",1,0,2050000.0,34.11862,-118.275305,1358.0,637 - Los Feliz,Los Angeles,0,0.0,1939.0,3,Los Angeles,3,1,1,1,,0,,,,7067.0,2026-05
,1,0,1310800.0,33.805709,-117.82376200000002,1619.0,"75 - Orange, Orange Park Acres E of 55",Orange,0,4.0,1959.0,2,Orange,3,1,1,1,,0,,,,6100.0,2026-05
,0,0,580000.0,34.068161,-117.678057,1314.0,686 - Ontario,San Bernardino,1,2.0,1957.0,2,Ontario,4,0,1,1,4,0,2.0,Ontario-Montclair,0.0,6054.0,2026-05
Wood,0,0,1810000.0,37.74203209,-122.24903388,2344.0,,Alameda,1,2.0,1985.0,3,Alameda,4,1,2,2,,0,2.0,,371.0,5300.0,2026-05
,0,0,1030000.0,32.78236884,-117.16376702,1400.0,92111 - Linda Vista,San Diego,1,6.0,1971.0,2,San Diego,4,0,1,1,,0,2.0,,,,2026-05
Wood,1,0,1920000.0,33.011481800000006,-117.04204254,2964.0,92064 - Poway,San Diego,0,6.0,1977.0,3,Poway,3,1,1,1,,0,2.0,,,23522.0,2026-05
Vinyl,1,0,335000.0,39.765441,-121.577875,1021.0,,Butte,1,2.0,2025.0,2,Paradise,2,0,1,1,2,1,2.0,Paradise Unified,0.0,35719.0,2026-05
"Stone,Tile,Wood",1,0,1700000.0,37.99632756,-121.74849109,3321.0,,Contra Costa,1,5.0,1988.0,4,Oakley,4,1,1,1,,0,5.0,,,37800.0,2026-05
,0,0,1400000.0,33.710640000000005,-118.027226,1386.0,17 - Northwest Huntington Beach,Orange,1,2.0,1967.0,2,Huntington Beach,4,1,2,2,2,0,2.0,Huntington Beach Union High,0.0,6004.0,2026-05
"Carpet,Wood",0,0,950000.0,34.256153999999995,-118.78397,1826.0,SVW - West Simi,Ventura,0,2.0,1972.0,2,Simi Valley,4,1,1,1,,0,2.0,,,10454.0,2026-05
"Tile,Wood",1,0,1300000.0,33.83222,-118.338439,1666.0,126 - Central Torrance,Los Angeles,1,2.0,1959.0,2,Torrance,2,1,1,1,2,0,2.0,Torrance Unified,0.0,6000.0,2026-05
,0,0,2092500.0,33.508512,-117.62958,2757.0,OR - Ortega/Orange County,Orange,1,3.0,1989.0,3,San Juan Capistrano,4,1,1,1,4,0,3.0,Capistrano Unified,350.0,8800.0,2026-05
"Laminate,Tile",1,0,2111000.0,33.543177,-117.712682,3185.0,LNLAK - Lake Area,Orange,1,3.0,1985.0,3,Laguna Niguel,4,1,2,2,1,0,3.0,Capistrano Unified,150.0,6510.0,2026-05
"Carpet,Vinyl",0,0,1550000.0,33.875789000000005,-117.853389,3005.0,84 - Placentia,Orange,1,3.0,1995.0,3,Placentia,5,1,2,2,1,0,3.0,Placentia-Yorba Linda Unified,0.0,9276.0,2026-05
"Tile,Wood",1,0,1928888.0,37.9147472,-122.28144070000002,1932.0,,Contra Costa,1,4.0,1950.0,2,Kensington,3,1,1,1,,0,2.0,,,8400.0,2026-05
,0,0,990000.0,33.820673,-117.96666100000002,1561.0,78 - Anaheim East of Harbor,Orange,1,4.0,1955.0,2,Anaheim,3,1,1,1,3,0,2.0,Anaheim Union High,0.0,7704.0,2026-05
"Tile,Wood",1,1,2825000.0,33.508063,-117.654472,4350.0,OR - Ortega/Orange County,Orange,1,2.0,2006.0,6,San Juan Capistrano,5,1,2,2,1,0,2.0,Capistrano Unified,343.0,7350.0,2026-05
Wood,0,0,3570000.0,37.87504755,-122.27077555,2673.0,,Alameda,0,3.0,1909.0,2,Berkeley,4,1,2,2,,0,0.0,,,5625.0,2026-05
"Tile,Wood",1,0,3700000.0,34.049689,-118.415608,3887.0,C05 - Westwood - Century City,Los Angeles,1,2.0,2006.0,5,Los Angeles,5,1,2,2,,0,,,,6764.0,2026-05
"Carpet,Laminate,Tile,Vinyl",1,0,950000.0,34.144855,-117.947117,1864.0,617 - Duarte,Los Angeles,1,3.0,1977.0,3,Duarte,3,1,2,2,0,0,3.0,Duarte Unified,0.0,6621.0,2026-05
,1,1,480000.0,33.961490999999995,-117.237124,2101.0,259 - Moreno Valley,Riverside,1,2.0,1987.0,3,Moreno Valley,4,1,2,2,0,0,2.0,Moreno Valley Unified,133.0,7405.0,2026-05
,0,0,1850000.0,32.75415098,-117.17352494,1716.0,92103 - Mission Hills,San Diego,0,2.0,1951.0,2,San Diego,3,1,1,1,,0,1.0,,,5000.0,2026-05
"Tile,Wood",0,0,1895000.0,37.53298716,-122.31513421,2401.0,,San Mateo,1,3.0,1947.0,3,San Mateo,3,1,2,2,,0,1.0,,,5200.0,2026-05
"Tile,Wood",1,0,1130000.0,33.723147,-117.996849,1390.0,17 - Northwest Huntington Beach,Orange,1,2.0,1962.0,2,Huntington Beach,4,1,1,1,3,0,2.0,Huntington Beach Union High,0.0,6060.0,2026-05
,0,0,1600000.0,33.722144,-117.958505,1464.0,16 - Fountain Valley / Northeast HB,Orange,1,2.0,1967.0,2,Fountain Valley,3,1,1,1,3,0,2.0,Huntington Beach Union High,0.0,7900.0,2026-05
,1,0,550000.0,34.0542,-117.707204,1683.0,685 - Montclair,San Bernardino,1,3.0,1992.0,3,Montclair,3,1,2,2,0,0,3.0,Ontario-Montclair,0.0,5368.0,2026-05
Tile,0,0,1800000.0,33.055332,-117.249119,1368.0,92024 - Encinitas,San Diego,1,2.0,1983.0,2,Encinitas,3,1,1,1,,0,,,195.0,7841.0,2026-05
Laminate,0,1,1675000.0,34.170082,-118.416747,1998.0,SO - Sherman Oaks,Los Angeles,1,4.0,1955.0,3,Sherman Oaks,3,1,1,1,1,0,2.0,Los Angeles Unified,0.0,7231.0,2026-05
Wood,0,0,2100000.0,33.965613,-118.412849,2304.0,C29 - Westchester,Los Angeles,0,0.0,1947.0,3,Los Angeles,4,1,1,1,,0,,,35.0,7502.0,2026-05
,1,0,530000.0,38.943877,-122.84558,1456.0,LCKEL - Kelseyville,Lake,0,0.0,2016.0,2,Kelseyville,2,0,1,1,2,0,0.0,Kelseyville Unified,0.0,577170.0,2026-05
,0,0,950000.0,33.812925,-118.113564,1576.0,"33 - Lakewood Plaza, Rancho",Los Angeles,0,2.0,1953.0,2,Long Beach,3,1,1,1,1,0,2.0,Long Beach Unified,0.0,6878.0,2026-05
Wood,0,0,3175000.0,37.8262402,-122.01042086,2240.0,,Contra Costa,1,2.0,1955.0,3,Danville,3,1,1,1,,0,2.0,,,13965.0,2026-05
,0,0,1400000.0,32.82778586,-116.81875195,3027.0,91901 - Alpine,San Diego,1,8.0,2004.0,3,Alpine,4,0,2,2,,0,3.0,,,,2026-05
"Laminate,Tile,Wood",0,0,749000.0,36.60809659,-121.83993534,1124.0,699 - Not Defined,Monterey,0,1.0,1957.0,1,Seaside,2,1,,0,,0,1.0,Other,,5000.0,2026-05
Vinyl,1,0,5350000.0,33.593714,-117.8692,965.0,CS - Corona Del Mar - Spyglass,Orange,0,2.0,1941.0,1,Corona Del Mar,2,1,1,1,2,0,2.0,Newport Mesa Unified,0.0,5310.0,2026-05
"Concrete,Vinyl,Wood",1,0,2551000.0,37.91111709,-122.28545788,3157.0,,Contra Costa,1,4.0,1937.0,4,Kensington,4,1,,3,,0,2.0,West Contra Costa,,14720.0,2026-05
"Carpet,Tile",0,0,1470000.0,37.59319931,-122.00602926,1914.0,,Alameda,0,2.0,1999.0,3,Union City,4,1,2,2,,0,2.0,,,3960.0,2026-05
,1,0,595000.0,33.985921999999995,-118.096797,1093.0,649 - Pico Rivera,Los Angeles,0,1.0,1951.0,1,Pico Rivera,3,0,1,1,3,0,1.0,El Rancho Unified,0.0,5279.0,2026-05
,0,0,420000.0,38.4330811,-121.82012505,1711.0,,Solano,0,2.0,2015.0,3,Dixon,3,1,2,2,,0,2.0,,,3053.0,2026-05
,0,0,1650000.0,33.702514,-117.973261,1784.0,16 - Fountain Valley / Northeast HB,Orange,1,2.0,1970.0,2,Fountain Valley,5,1,1,1,5,0,2.0,Huntington Beach Union High,0.0,7693.0,2026-05
,0,0,900000.0,33.737431,-117.914419,1700.0,69 - Santa Ana South of First,Orange,1,2.0,1977.0,2,Santa Ana,4,1,1,1,4,0,2.0,Santa Ana Unified,0.0,6175.0,2026-05
,0,0,3500000.0,37.43514763,-122.12359486,1256.0,,San Mateo,1,1.0,1953.0,2,Palo Alto,3,1,,0,,0,1.0,Palo Alto Unified,,6600.0,2026-05
"Carpet,Tile,Wood",0,0,659243.0,33.741021,-116.71589099999998,1778.0,222 - Idyllwild,Riverside,1,10.0,1988.0,2,Idyllwild,3,1,,0,,0,4.0,,,18730.0,2026-05
,1,0,875000.0,35.285894,-120.659119,1900.0,SLO - San Luis Obispo,San Luis Obispo,0,2.0,1920.0,2,San Luis Obispo,5,1,2,2,2,0,2.0,San Luis Coastal Unified,0.0,7057.0,2026-05
,0,0,311750.0,35.373078,-119.03541,1070.0,BKSF - Bakersfield,Kern,0,2.0,1945.0,1,Bakersfield,3,0,1,1,,0,2.0,,,6534.0,2026-05
"Tile,Wood",0,0,1850000.0,33.963787,-118.412081,1725.0,C29 - Westchester,Los Angeles,0,2.0,1947.0,2,Los Angeles,3,1,1,1,3,0,2.0,Los Angeles Unified,0.0,6040.0,2026-05
"SeeRemarks,Tile",1,1,920000.0,32.858103,-117.001555,1392.0,92071 - Santee,San Diego,1,2.0,1960.0,2,Santee,3,0,1,1,,0,2.0,Grossmont Union,0.0,16117.2,2026-05
,1,0,1220000.0,33.222602,-117.352488,2940.0,92058 - Oceanside,San Diego,1,3.0,2004.0,3,Oceanside,5,1,2,2,1,0,3.0,Oceanside Unified,93.0,6161.0,2026-05
,1,0,1325000.0,32.972293,-117.067881,1902.0,92128 - Rancho Bernardo,San Diego,1,6.0,1992.0,3,San Diego,4,1,2,2,0,0,3.0,Poway Unified,62.0,0.12,2026-05
,1,0,750000.0,32.581323,-117.075738,1806.0,92154 - Otay Mesa,San Diego,1,4.0,1973.0,2,San Diego,4,1,2,2,4,0,2.0,Sweetwater Union,0.0,7405.2,2026-05
,1,0,950000.0,32.758972,-117.053971,1054.0,92115 - San Diego,San Diego,1,2.0,1951.0,2,San Diego,4,0,2,2,3,0,2.0,San Diego Unified,0.0,5500.0,2026-05
"Tile,Vinyl",0,0,2715000.0,33.682302,-117.936767,3071.0,C1 - Mesa Verde,Orange,0,2.0,1962.0,4,Costa Mesa,4,1,2,2,3,0,2.0,Newport Mesa Unified,0.0,9579.0,2026-05
Laminate,0,0,1255000.0,34.164221999999995,-118.346774,1570.0,610 - Burbank,Los Angeles,1,0.0,1952.0,2,Burbank,3,1,1,1,,0,2.0,,,6720.0,2026-05
,0,0,800000.0,33.609565,-117.665238,1320.0,MC - Mission Viejo Central,Orange,1,2.0,1972.0,2,Mission Viejo,3,0,1,1,3,0,2.0,Saddleback Valley Unified,0.0,9324.0,2026-05
"Carpet,Laminate,Tile,Wood",0,0,2510000.0,37.80910232,-121.89364028,3347.0,,Contra Costa,1,3.0,1986.0,3,Danville,4,1,2,2,,0,3.0,San Ramon Valley,630.0,18104.0,2026-05
"Laminate,Tile",0,0,1850000.0,37.29111147,-121.96894239,1040.0,699 - Not Defined,Santa Clara,1,2.0,1959.0,2,Campbell,3,0,,0,,0,2.0,Other,,8580.0,2026-05
Vinyl,0,0,1190000.0,33.795515,-117.985862,1157.0,699 - Not Defined,Orange,1,2.0,1954.0,2,Anaheim,4,0,1,1,4,0,2.0,Garden Grove Unified,0.0,7920.0,2026-05
,1,0,1525000.0,33.403851,-117.594625,942.0,SE - San Clemente Southeast,Orange,0,4.0,1929.0,1,San Clemente,2,1,1,1,2,0,2.0,Capistrano Unified,0.0,5150.0,2026-05
Tile,1,0,890000.0,37.82230424,-122.27955031,2256.0,,Alameda,0,1.0,1906.0,3,Oakland,4,0,2,2,,0,1.0,,,3300.0,2026-05
"Tile,Wood",1,0,1875000.0,33.637732,-117.880358,1917.0,NV - East Bluff - Harbor View,Orange,1,2.0,1964.0,3,Newport Beach,3,1,2,2,0,0,2.0,Newport Mesa Unified,677.0,1457.0,2026-05
,1,0,455000.0,33.883949,-118.227322,930.0,"RP - Compton S of Rosecrans, E of Central,W of Ala",Los Angeles,1,1.0,1952.0,1,Compton,2,0,1,1,2,0,1.0,Compton Unified,0.0,5602.0,2026-05
"Tile,Wood",1,0,2542800.0,37.3622217,-122.02121823,1433.0,699 - Not Defined,Santa Clara,1,2.0,1956.0,2,Sunnyvale,3,1,,0,,0,2.0,Other,,5500.0,2026-05
Vinyl,1,0,1900000.0,33.557812,-117.632915,2609.0,LD - Ladera Ranch,Orange,1,5.0,2002.0,3,Ladera Ranch,4,1,2,2,0,0,3.0,Capistrano Unified,285.0,5324.0,2026-05
Wood,1,0,2237000.0,33.433345,-117.620571,1686.0,SC - San Clemente Central,Orange,1,2.0,1961.0,2,San Clemente,3,1,2,2,3,0,2.0,Capistrano Unified,0.0,4787.0,2026-05
,1,0,700000.0,34.07413,-117.933591,1944.0,669 - West Covina,Los Angeles,0,2.0,1952.0,2,West Covina,3,0,1,1,3,0,2.0,West Covina,0.0,7567.0,2026-05
Carpet,0,0,910000.0,33.867277,-118.0501,1283.0,RA - Cerritos North of 91 Frwy,Los Angeles,1,2.0,1968.0,2,Cerritos,3,1,1,1,3,0,2.0,ABC Unified,0.0,5001.0,2026-05
"Tile,Vinyl",0,0,1000000.0,37.95664449,-122.06949364,1431.0,,Contra Costa,1,2.0,1950.0,2,Pleasant Hill,3,1,1,1,,0,2.0,,,7526.0,2026-05
"Carpet,Stone,Wood",1,1,1475000.0,32.77148746,-116.96608762,2762.0,91941 - La Mesa,San Diego,0,6.0,1960.0,3,La Mesa,4,1,1,2,,0,2.0,,,42253.0,2026-05
,0,0,4008888.0,37.3521575,-122.11133903,3176.0,699 - Not Defined,Santa Clara,1,3.0,1980.0,3,Los Altos Hills,4,1,,0,,0,3.0,Other,,43560.0,2026-05
,1,0,556500.0,34.093864,-117.65887,1090.0,690 - Upland,San Bernardino,1,2.0,1963.0,2,Upland,3,1,1,1,1,0,2.0,Upland,0.0,7594.0,2026-05
,1,1,7800000.0,34.153082,-118.479532,8765.0,ENC - Encino,Los Angeles,1,3.0,2021.0,10,Encino,7,1,2,2,2,0,3.0,Los Angeles Unified,0.0,19299.0,2026-05
,0,0,425000.0,33.902524,-118.187357,672.0,"RP - Compton S of Rosecrans, E of Central,W of Ala",Los Angeles,0,0.0,1938.0,1,Compton,2,0,1,1,2,0,0.0,Los Angeles Unified,0.0,6165.0,2026-05
Wood,1,0,750000.0,34.196908,-118.559651,1907.0,RES - Reseda,Los Angeles,1,2.0,1953.0,2,Reseda,5,1,2,2,3,0,2.0,Los Angeles Unified,0.0,5901.0,2026-05
"Bamboo,Tile,Wood",1,1,610000.0,34.47585,-117.215016,3052.0,APPV - Apple Valley,San Bernardino,1,9.0,1990.0,3,Apple Valley,5,1,2,2,1,0,3.0,Apple Valley Unified,0.0,16988.0,2026-05
,1,1,1200000.0,32.672382,-117.007481,1932.0,91902 - Bonita,San Diego,1,2.0,1975.0,2,Bonita,4,1,1,1,,0,2.0,Other,0.0,8545.0,2026-05
Wood,1,1,1900000.0,34.232557,-118.237083,1696.0,635 - La Crescenta/Glendale Montrose & Annex,Los Angeles,1,4.0,1956.0,3,La Crescenta,4,0,1,1,4,0,2.0,Glendale Unified,0.0,9955.0,2026-05
Wood,1,0,955000.0,34.219946,-118.641413,1875.0,WEH - West Hills,Los Angeles,1,0.0,1964.0,2,West Hills,4,1,1,1,,0,,,,11351.0,2026-05
Wood,0,0,1475000.0,33.994722,-118.431629,1204.0,C28 - Culver City,Los Angeles,0,0.0,1925.0,1,Los Angeles,3,0,1,1,,0,,,,5597.0,2026-05
,0,0,2670000.0,32.94785955,-117.24839437,2365.0,92014 - Del Mar,San Diego,1,4.0,1998.0,4,Del Mar,4,0,2,2,,0,2.0,,,,2026-05
"Carpet,Tile,Vinyl,Wood",0,0,2800000.0,33.496384,-117.697521,3194.0,LNSLT - Salt Creek,Orange,1,3.0,1994.0,4,Laguna Niguel,4,1,2,2,0,0,3.0,Capistrano Unified,450.0,7503.0,2026-05
,0,0,4050000.0,37.37024583,-122.09356335,1811.0,699 - Not Defined,Santa Clara,1,2.0,1956.0,2,Mountain View,3,0,,0,,0,2.0,Other,,7655.0,2026-05
"Carpet,Wood",0,0,1100000.0,33.822573,-118.094988,1637.0,25 - Carson Park,Los Angeles,0,2.0,1953.0,2,Long Beach,3,0,1,1,3,0,2.0,Long Beach Unified,0.0,5098.0,2026-05
"Carpet,Wood",1,0,4075000.0,34.042799,-118.405668,3580.0,C08 - Cheviot Hills/Rancho Park,Los Angeles,1,2.0,1937.0,4,Los Angeles,6,1,2,2,,0,,,,11187.0,2026-05
,1,0,540000.0,34.649832,-118.263681,3797.0,LAC - Lancaster,Los Angeles,1,3.0,2005.0,3,Lancaster,4,1,2,2,1,0,3.0,Antelope Valley Union,0.0,9531.0,2026-05
"Carpet,Stone,Tile,Wood",0,0,4300000.0,37.81859754,-122.21412103,4525.0,,Alameda,1,2.0,1937.0,5,Piedmont,5,1,2,2,,0,2.0,Piedmont,,8050.0,2026-05
"Carpet,Laminate",0,0,1995000.0,36.98055532,-121.94238389,2422.0,699 - Not Defined,Santa Cruz,1,2.0,1966.0,3,Capitola,5,1,,0,,0,2.0,Other,,6665.0,2026-05
Carpet,0,0,291000.0,34.24821,-117.26234,1060.0,286 - Crestline Area,San Bernardino,0,2.0,1996.0,2,Crestline,2,1,1,1,,0,,,,6000.0,2026-05
"Concrete,Stone,Tile,Wood",0,0,2800000.0,37.87705316,-122.26748909,2405.0,,Alameda,1,1.0,1923.0,4,Berkeley,4,1,2,2,,0,1.0,,,4400.0,2026-05
Carpet,0,0,760000.0,34.138152000000005,-117.853943,1371.0,629 - Glendora,Los Angeles,0,0.0,1953.0,2,Glendora,2,1,1,1,,0,,,,10914.0,2026-05
Laminate,0,0,876000.0,37.13646338,-121.62873071,1260.0,699 - Not Defined,Santa Clara,1,2.0,1986.0,2,Morgan Hill,3,1,1,0,,0,2.0,Other,360.0,5000.0,2026-05
"Carpet,Wood",0,0,365000.0,33.997254,-118.249503,1050.0,C42 - Downtown L.A.,Los Angeles,0,0.0,1924.0,1,Los Angeles,2,0,1,1,,0,0.0,,,5004.0,2026-05
,1,1,540000.0,34.478146,-117.375352,2012.0,VIC - Victorville,San Bernardino,1,3.0,1989.0,3,Victorville,3,1,2,2,0,0,3.0,Victor Valley Union High,0.0,8100.0,2026-05
,0,0,1600000.0,34.140546,-118.39183,1912.0,STUD - Studio City,Los Angeles,0,0.0,1939.0,3,Studio City,3,1,1,1,,0,,,,9554.0,2026-05
,0,0,1350000.0,33.780048,-117.851711,1663.0,OTO - Old Towne Orange,Orange,0,1.0,1918.0,3,Orange,3,1,1,1,3,0,1.0,Orange Unified,0.0,6700.0,2026-05
Vinyl,1,0,1895000.0,33.6647,-118.008704,1794.0,15 - West Huntington Beach,Orange,0,2.0,1976.0,3,Huntington Beach,3,1,2,2,0,0,2.0,Huntington Beach Union High,0.0,2875.0,2026-05
"Carpet,Tile",1,1,650000.0,34.456557000000004,-117.291277,2348.0,HSP - Hesperia,San Bernardino,1,3.0,2005.0,3,Hesperia,5,1,1,1,5,0,3.0,Hesperia Unified,0.0,66200.0,2026-05
,0,1,5000000.0,34.146958000000005,-118.431442,5109.0,SO - Sherman Oaks,Los Angeles,0,2.0,2014.0,6,Sherman Oaks,5,1,2,2,,0,,,,9071.0,2026-05
Wood,0,0,3500000.0,37.23705821,-121.95553289,2129.0,699 - Not Defined,Santa Clara,1,2.0,1953.0,3,Los Gatos,3,1,,0,,0,2.0,Other,,10502.0,2026-05
Wood,0,0,3103000.0,37.58940773,-122.38203727,1590.0,699 - Not Defined,San Mateo,1,2.0,1948.0,2,Burlingame,3,1,,0,,0,2.0,Other,,5500.0,2026-05
"Carpet,Laminate,Tile,Wood",1,0,4060000.0,37.30574578,-122.05109172,2412.0,699 - Not Defined,Santa Clara,1,2.0,1973.0,3,Cupertino,4,1,,0,,0,2.0,Other,,12500.0,2026-05
