Flooring,ViewYN,PoolPrivateYN,ClosePrice,Latitude,Longitude,LivingArea,MLSAreaMajor,CountyOrParish,AttachedGarageYN,ParkingTotal,YearBuilt,BathroomsTotalInteger,City,BedroomsTotal,FireplaceYN,Stories,Levels,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,AssociationFee,LotSizeSquareFeet,SaleYearMonth
,0,0,1131000.0,32.92326514,-117.16064811,1531.0,92126 - Mira Mesa,San Diego,1,4.0,1986.0,2,San Diego,4,0,1,1,,0,2.0,,,4841.0,2026-04
"Laminate,Tile",1,0,1390000.0,33.842004,-117.840346,1828.0,699 - Not Defined,Orange,1,4.0,1964.0,2,Orange,4,1,1,1,4,0,2.0,Orange Unified,0.0,9900.0,2026-04
"Carpet,Stone,Wood",1,0,1800000.0,37.68964031,-122.03551423,2527.0,,Alameda,1,6.0,1996.0,3,Castro Valley,4,1,2,2,,0,3.0,,231.0,10183.0,2026-04
"Carpet,Wood",1,0,780000.0,35.603269,-120.669415,1536.0,PRSE - PR South 46-East 101,San Luis Obispo,1,4.0,1997.0,2,Paso Robles,3,1,1,1,3,0,2.0,Paso Robles Joint Unified,0.0,10830.0,2026-04
,0,0,728000.0,33.792677000000005,-118.257123,1157.0,196 - East Wilmington,Los Angeles,0,2.0,1960.0,2,Wilmington,3,0,1,1,3,0,2.0,Los Angeles Unified,0.0,5220.0,2026-04
,1,0,2057000.0,34.023261,-118.422554,2233.0,C13 - Palms - Mar Vista,Los Angeles,1,2.0,1941.0,4,Los Angeles,4,1,2,2,2,0,2.0,Los Angeles Unified,0.0,6649.0,2026-04
"Vinyl,Wood",0,0,760000.0,34.200456,-118.425532,1332.0,NHO - North Hollywood,Los Angeles,1,2.0,1952.0,2,North Hollywood,3,1,1,1,3,0,2.0,Los Angeles Unified,0.0,6065.0,2026-04
"Stone,Wood",1,0,840000.0,33.892457,-117.545842,1806.0,248 - Corona,Riverside,1,2.0,1997.0,3,Corona,4,1,2,2,0,0,2.0,Corona-Norco Unified,120.0,5227.0,2026-04
,1,0,1180000.0,33.651574,-117.629394,1882.0,MN - Mission Viejo North,Orange,1,2.0,1996.0,2,Mission Viejo,2,1,1,1,3,0,2.0,Saddleback Valley Unified,546.0,5359.0,2026-04
"Carpet,Laminate,Stone,Tile",1,0,498000.0,38.98536166,-120.90188312,2124.0,,Placer,1,2.0,1977.0,2,Foresthill,3,1,2,2,,0,2.0,,,39068.0,2026-04
,1,0,2995000.0,33.900703,-118.399248,1664.0,143 - Manhattan Bch Tree,Los Angeles,1,2.0,1967.0,2,Manhattan Beach,3,1,1,1,3,0,2.0,Manhattan Unified,0.0,4638.0,2026-04
,0,0,1095000.0,37.92474362,-121.92451103,2324.0,,Contra Costa,1,2.0,1975.0,3,Clayton,5,1,2,2,,0,2.0,,,11000.0,2026-04
Wood,0,0,2390000.0,37.23818727,-121.92432502,1480.0,,Santa Clara,1,2.0,1959.0,2,San Jose,3,1,1,1,,0,2.0,,,6490.0,2026-04
,1,0,3750000.0,33.878671999999995,-118.404159,1912.0,142 - Manhattan Bch Sand,Los Angeles,1,2.0,1955.0,3,Manhattan Beach,4,1,2,2,3,0,2.0,Manhattan Unified,0.0,3006.0,2026-04
,1,0,655000.0,33.589682,-117.099044,2320.0,SRCAR - Southwest Riverside County,Riverside,1,3.0,2001.0,2,Winchester,4,1,1,1,4,0,3.0,Temecula Unified,0.0,9583.0,2026-04
Wood,1,0,1999000.0,33.773097,-118.354096,1910.0,165 - PV Dr North,Los Angeles,1,2.0,1954.0,3,Palos Verdes Peninsula,3,1,1,2,2,0,2.0,Palos Verdes Peninsula Unified,0.0,19643.0,2026-04
Laminate,1,0,1130000.0,33.984031,-117.93901,2212.0,631 - Hacienda Heights,Los Angeles,0,2.0,1978.0,3,Hacienda Heights,4,1,2,2,,0,3.0,Hacienda La Puente Unified,,5732.0,2026-04
,1,0,475000.0,34.547655,-117.32838999999998,2960.0,VIC - Victorville,San Bernardino,1,4.0,2021.0,3,Victorville,4,1,2,2,4,0,2.0,Victor Valley Union High,0.0,7200.0,2026-04
"Carpet,Tile",1,0,1150000.0,33.652374,-117.574307,1678.0,RR - Robinson Ranch,Orange,1,2.0,1985.0,3,Trabuco Canyon,3,1,2,2,0,0,2.0,Saddleback Valley Unified,145.0,3825.0,2026-04
"Laminate,Tile",1,0,810000.0,32.86504629,-116.97009234,1311.0,92071 - Santee,San Diego,0,4.0,1971.0,2,Santee,3,1,1,1,,0,2.0,,,,2026-04
,0,0,1810000.0,32.72326688,-117.24604121,1620.0,92106 - Point Loma,San Diego,0,4.0,1951.0,2,San Diego,4,0,1,1,,0,2.0,,,7288.0,2026-04
,1,0,790000.0,34.145363,-117.678361,1559.0,690 - Upland,San Bernardino,1,2.0,1986.0,3,Upland,3,1,2,2,2,0,2.0,Upland,163.35,6105.0,2026-04
,1,0,910000.0,33.161771,-117.239149,1386.0,92081 - Vista,San Diego,1,2.0,1987.0,3,Vista,3,1,2,2,0,0,2.0,Vista Unified,151.0,4509.0,2026-04
"Carpet,Laminate,Tile,Wood",1,0,2325000.0,34.033734,-118.398483,2096.0,C09 - Beverlywood Vicinity,Los Angeles,1,2.0,1925.0,2,Los Angeles,3,1,2,2,,0,,Los Angeles Unified,,9858.0,2026-04
,1,0,3100000.0,33.63895,-117.892902,2150.0,N7 - West Bay - Santa Ana Heights,Orange,0,2.0,1963.0,3,Newport Beach,4,1,1,1,4,0,2.0,Newport Mesa Unified,0.0,8475.0,2026-04
"Tile,Wood",1,0,1150000.0,34.134853,-118.236861,1217.0,628 - Glendale-South of 134 Fwy,Los Angeles,0,1.0,1947.0,2,Glendale,3,0,2,2,,0,,,,5211.0,2026-04
"Tile,Wood",0,0,550000.0,37.77394899,-122.20581536,1620.0,,Alameda,0,0.0,1910.0,2,Oakland,3,1,2,2,,0,0.0,,,5440.0,2026-04
"Carpet,Tile,Vinyl,Wood",1,0,2080000.0,33.767352,-117.785702,2926.0,NTS - North Tustin,Orange,1,2.0,1969.0,3,North Tustin,4,1,2,2,3,0,2.0,Tustin Unified,0.0,12727.0,2026-04
Vinyl,0,0,2050000.0,37.88185618,-122.02581702,3236.0,,Contra Costa,1,3.0,1973.0,4,Walnut Creek,5,1,2,2,,0,3.0,,699.0,7632.0,2026-04
Vinyl,1,0,1065000.0,33.550956,-117.643176,1525.0,LD - Ladera Ranch,Orange,1,2.0,2003.0,3,Ladera Ranch,3,1,2,2,0,0,2.0,Capistrano Unified,376.0,3441.0,2026-04
Concrete,0,0,615500.0,38.44094478,-122.67763473,984.0,,Sonoma,0,1.0,1947.0,1,Santa Rosa,2,1,1,1,,0,1.0,,,6200.0,2026-04
"Carpet,Tile,Vinyl",1,0,1380000.0,34.0489,-117.124018,2886.0,268 - Redlands,San Bernardino,1,9.0,1984.0,5,Redlands,4,1,2,2,0,0,2.0,Redlands Unified,0.0,277912.8,2026-04
,1,0,820000.0,35.482217,-120.68389,1402.0,ATSC - Atascadero,San Luis Obispo,1,4.0,1983.0,2,Atascadero,3,1,1,1,3,0,2.0,Atascadero Unified,0.0,25700.0,2026-04
Tile,1,0,360000.0,34.451656,-117.328905,1040.0,HSP - Hesperia,San Bernardino,0,2.0,1956.0,1,Hesperia,3,0,1,1,3,0,2.0,Victor Valley Union High,0.0,43560.0,2026-04
,0,0,760000.0,34.03958,-117.929382,1400.0,633 - Industry/La Puente/Valinda,Los Angeles,1,2.0,1964.0,2,La Puente,4,1,1,1,4,0,2.0,Hacienda La Puente Unified,0.0,6064.0,2026-04
"Concrete,Laminate,Tile",0,0,1950000.0,33.668085999999995,-117.980651,2462.0,14 - South Huntington Beach,Orange,1,2.0,1977.0,3,Huntington Beach,5,1,2,2,1,0,2.0,Huntington Beach Union High,0.0,6750.0,2026-04
"Carpet,SeeRemarks",1,0,850000.0,33.321544,-117.149801,2414.0,92028 - Fallbrook,San Diego,1,3.0,2007.0,3,Fallbrook,3,1,2,2,0,0,3.0,Bonsall Unified,86.0,5382.0,2026-04
,1,0,700000.0,33.57764723,-117.21462952,2029.0,SRCAR - Southwest Riverside County,Riverside,1,4.0,1996.0,2,Murrieta,4,1,1,1,,0,2.0,,0.0,7405.0,2026-04
"Carpet,Tile,Wood",1,0,1540000.0,32.96081117,-117.1590396,2375.0,92129 - Rancho Penasquitos,San Diego,0,2.0,2003.0,4,San Diego,4,1,2,2,,0,2.0,,115.0,4313.0,2026-04
Laminate,0,0,1899000.0,37.47215085,-121.91345014,1164.0,,Alameda,1,2.0,1964.0,2,Fremont,3,1,1,1,,0,2.0,,,6420.0,2026-04
"Tile,Wood",0,0,1330000.0,34.046518,-118.36439,1216.0,C16 - Mid Los Angeles,Los Angeles,0,2.0,1926.0,2,Los Angeles,2,1,1,1,,0,,,,6377.0,2026-04
"Stone,Tile,Wood",1,1,1250000.0,32.77102727,-116.92219365,2044.0,92019 - El Cajon,San Diego,0,14.0,1975.0,3,El Cajon,3,1,1,1,,0,2.0,,,21780.0,2026-04
,0,0,670000.0,33.600682,-117.26041,3076.0,SRCAR - Southwest Riverside County,Riverside,1,3.0,1998.0,3,Wildomar,4,1,2,2,0,0,3.0,Lake Elsinore Unified,0.0,6970.0,2026-04
Wood,1,0,2205000.0,34.135057,-118.485153,2662.0,SO - Sherman Oaks,Los Angeles,0,4.0,1962.0,5,Sherman Oaks,4,1,1,1,,0,2.0,,,8971.0,2026-04
,0,0,776000.0,32.72626809,-117.02024895,1248.0,91945 - Lemon Grove,San Diego,0,4.0,1977.0,2,Lemon Grove,3,1,1,1,,0,2.0,,,7200.0,2026-04
,0,0,410000.0,35.309689,-119.102904,1650.0,BKSF - Bakersfield,Kern,1,2.0,2012.0,2,Bakersfield,4,0,1,1,,0,2.0,,,6534.0,2026-04
Wood,0,0,1250000.0,37.82483123,-122.20686265,1316.0,,Alameda,1,2.0,1940.0,2,Oakland,2,1,1,1,,0,2.0,,,8736.0,2026-04
Carpet,1,0,1050000.0,37.9856806,-122.07822641,1720.0,,Contra Costa,1,2.0,1972.0,2,Martinez,4,1,1,1,,0,2.0,Mount Diablo,,20000.0,2026-04
"Carpet,Tile,Wood",0,0,1235000.0,37.57618716,-121.96223577,1120.0,,Alameda,1,2.0,1955.0,2,Fremont,3,1,1,1,,0,2.0,,,5432.0,2026-04
,1,0,750000.0,34.327233,-118.426567,1943.0,SYL - Sylmar,Los Angeles,1,2.0,1967.0,3,Sylmar,4,1,2,2,0,0,2.0,Los Angeles Unified,0.0,11549.0,2026-04
,0,0,875000.0,32.93338275,-117.13462151,1614.0,92126 - Mira Mesa,San Diego,1,4.0,1973.0,2,San Diego,4,1,1,1,,0,2.0,,,,2026-04
"Carpet,Tile",1,0,1280000.0,33.02438883,-117.06641943,1679.0,92128 - Rancho Bernardo,San Diego,0,5.0,1969.0,2,San Diego,3,1,1,1,,0,2.0,,50.0,7700.0,2026-04
Wood,0,0,665000.0,38.83210665,-121.19880192,1215.0,,Placer,1,2.0,1984.0,2,Loomis,3,0,1,1,,0,2.0,,,10538.0,2026-04
"Laminate,Tile",1,0,1100000.0,38.01183362,-122.12469083,2199.0,,Contra Costa,1,4.0,1973.0,4,Martinez,5,1,2,2,,0,2.0,,,8640.0,2026-04
"Carpet,Tile",0,0,550000.0,38.0081555,-121.728481,1119.0,,Contra Costa,1,2.0,1990.0,2,Oakley,3,1,1,1,,0,2.0,,,6200.0,2026-04
Laminate,1,0,1239900.0,33.705833,-117.774634,1424.0,NW - Northwood,Orange,1,2.0,1984.0,3,Irvine,3,1,2,2,0,0,2.0,Irvine Unified,114.0,3500.0,2026-04
,1,0,655000.0,33.986387,-117.406292,1839.0,252 - Riverside,Riverside,1,2.0,2001.0,3,Riverside,4,1,2,2,1,0,2.0,Riverside Unified,45.0,4356.0,2026-04
,1,0,739900.0,32.740893,-117.078229,1096.0,92105 - East San Diego,San Diego,1,3.0,1950.0,1,San Diego,2,0,1,1,,0,1.0,San Diego Unified,0.0,5600.0,2026-04
Laminate,0,0,1200000.0,37.54775206,-122.03243658,1136.0,,Alameda,1,4.0,1961.0,2,Newark,3,1,1,1,,0,2.0,Newark,,6000.0,2026-04
,1,0,395000.0,39.74669,-121.786643,1452.0,,Butte,1,2.0,1997.0,2,Chico,3,0,1,1,3,0,2.0,Chico Unified,33.0,3920.0,2026-04
"Carpet,Tile,Wood",1,0,820000.0,34.123263,-117.482671,2383.0,264 - Fontana,San Bernardino,1,3.0,1998.0,3,Fontana,4,1,1,1,4,0,3.0,Chaffey Joint Union High,0.0,7207.0,2026-04
,1,0,915000.0,34.172872,-118.620651,1264.0,WHLL - Woodland Hills,Los Angeles,1,2.0,1954.0,2,Woodland Hills,3,1,1,1,3,0,2.0,Los Angeles Unified,0.0,8649.0,2026-04
,0,0,475000.0,33.921362,-117.21796299999998,1155.0,259 - Moreno Valley,Riverside,1,2.0,1986.0,2,Moreno Valley,3,1,1,1,1,0,2.0,Moreno Valley Unified,0.0,4792.0,2026-04
,1,1,1975000.0,34.047175,-118.154368,3027.0,641 - Monterey Park,Los Angeles,1,3.0,2019.0,4,Monterey Park,4,1,2,2,1,0,3.0,Alhambra,0.0,8005.0,2026-04
SeeRemarks,1,1,590000.0,34.043622,-117.186214,1508.0,268 - Redlands,San Bernardino,1,4.0,1973.0,2,Redlands,4,1,1,1,4,0,2.0,Redlands Unified,0.0,9170.0,2026-04
"Concrete,Wood",1,0,850000.0,37.76969704,-122.15856319,1359.0,,Alameda,0,6.0,1942.0,2,Oakland,4,0,1,1,,0,0.0,,,6930.0,2026-04
"Carpet,Vinyl",1,0,865000.0,34.430821,-118.498415,2212.0,FEKS - Five Knolls,Los Angeles,1,2.0,2016.0,3,Saugus,4,0,2,2,1,0,2.0,William S. Hart Union,257.0,92271.0,2026-04
"Carpet,Tile,Vinyl",1,0,940000.0,33.464089,-117.078049,2700.0,SRCAR - Southwest Riverside County,Riverside,1,2.0,2017.0,3,Temecula,4,1,1,1,,0,2.0,Temecula Unified,76.0,10454.4,2026-04
,1,0,695000.0,34.404278000000005,-119.298997,933.0,VC11 - Ojai,Ventura,0,0.0,1953.0,1,Oak View,2,0,1,1,,0,0.0,,,4791.0,2026-04
"Carpet,Vinyl",0,0,1250000.0,33.643611,-117.708833,1677.0,LS - Lake Forest South,Orange,1,2.0,1979.0,2,Lake Forest,4,1,1,1,4,0,2.0,Saddleback Valley Unified,106.0,5000.0,2026-04
"Laminate,Tile",1,0,610000.0,38.0315941,-121.96506326,1206.0,,Contra Costa,1,5.0,1975.0,2,Bay Point,3,1,1,1,,0,2.0,,,32500.0,2026-04
,1,0,805000.0,33.945895,-117.342969,2714.0,252 - Riverside,Riverside,1,2.0,1977.0,4,Riverside,5,1,2,2,0,0,2.0,Riverside Unified,0.0,10019.0,2026-04
"Carpet,Laminate",0,0,699900.0,34.0019,-117.967649,984.0,631 - Hacienda Heights,Los Angeles,1,1.0,1957.0,1,Hacienda Heights,3,0,1,1,4,0,1.0,Hacienda La Puente Unified,0.0,5932.0,2026-04
,0,0,517000.0,34.117803,-117.204817,2622.0,276 - Highland,San Bernardino,0,2.0,1935.0,3,Highland,4,1,1,1,3,0,2.0,San Bernardino City Unified,0.0,33150.0,2026-04
"Laminate,Tile",0,0,630000.0,38.02083685,-121.9260537,1335.0,,Contra Costa,1,2.0,1973.0,2,Pittsburg,3,0,1,1,,0,2.0,Mount Diablo,,6300.0,2026-04
,0,0,2650000.0,37.93035454,-122.0643724,3165.0,,Contra Costa,1,2.0,1941.0,4,Walnut Creek,5,1,1,1,,0,2.0,,,17424.0,2026-04
Wood,0,0,2400000.0,37.83129868,-122.23287642,2788.0,,Alameda,1,1.0,1923.0,4,Piedmont,4,1,,3,,0,1.0,,,7920.0,2026-04
"Carpet,Tile,Wood",0,0,5300000.0,37.43631166,-122.19255345,2780.0,,San Mateo,1,2.0,1949.0,3,Menlo Park,4,1,1,1,,0,2.0,,,10305.0,2026-04
,0,0,990000.0,33.825577,-117.999182,1642.0,79 - Anaheim West of Harbor,Orange,1,2.0,1968.0,2,Anaheim,4,1,1,1,4,0,2.0,Anaheim Union High,0.0,6325.0,2026-04
,0,0,1820000.0,34.16189,-118.390552,2168.0,VVL - Valley Village,Los Angeles,1,2.0,1937.0,2,Valley Village,4,1,1,1,,0,2.0,Los Angeles Unified,,8103.0,2026-04
,1,0,500000.0,33.808318,-116.978445,2022.0,SRCAR - Southwest Riverside County,Riverside,1,3.0,2002.0,2,San Jacinto,4,1,1,1,4,0,3.0,San Jacinto Unified,0.0,7841.0,2026-04
,1,0,735000.0,33.831303000000005,-117.28413799999998,2630.0,SRCAR - Southwest Riverside County,Riverside,0,3.0,1992.0,3,Perris,4,1,1,1,4,0,3.0,Perris Union High,0.0,45302.0,2026-04
"Tile,Vinyl,Wood",1,1,2450000.0,34.127673,-118.327992,2688.0,C30 - Hollywood Hills East,Los Angeles,1,3.0,1974.0,3,Los Angeles,4,1,2,2,1,0,3.0,Los Angeles Unified,0.0,13280.0,2026-04
,0,0,700000.0,32.7611595,-117.14205062,806.0,92116 - Normal Heights,San Diego,1,3.0,1945.0,1,San Diego,2,0,1,1,,0,1.0,,,,2026-04
,0,0,1250000.0,32.66030061,-116.95797421,2447.0,91914 - Chula Vista,San Diego,1,5.0,1999.0,3,Chula Vista,5,1,2,2,,0,3.0,,199.0,5802.0,2026-04
,0,0,2060000.0,37.46743932,-122.24557479,1592.0,,San Mateo,1,1.0,1940.0,3,Redwood City,3,1,1,1,,0,1.0,,,6652.0,2026-04
"Carpet,Vinyl",1,0,419000.0,34.519868,-117.409912,2039.0,ADL - Adelanto,San Bernardino,1,6.0,2004.0,3,Adelanto,4,1,2,2,1,0,3.0,Adelanto,0.0,7215.0,2026-04
Vinyl,1,0,2100000.0,33.635045,-117.707209,2333.0,LS - Lake Forest South,Orange,1,4.0,1976.0,3,Lake Forest,4,1,2,2,1,0,2.0,Saddleback Valley Unified,304.0,3750.0,2026-04
,0,0,1900000.0,33.08323881,-117.04571074,3919.0,92025 - Escondido,San Diego,0,17.0,2004.0,5,Escondido,5,1,,0,,0,5.0,,,,2026-04
"Carpet,Tile,Wood",0,0,1100000.0,37.31821326,-122.26830387,1160.0,699 - Not Defined,San Mateo,0,1.0,1976.0,1,La Honda,2,1,,0,,0,1.0,Other,455.0,33541.2,2026-04
Laminate,1,1,1490000.0,33.912088,-117.391251,3303.0,252 - Riverside,Riverside,1,2.0,1978.0,5,Riverside,4,1,1,1,4,0,2.0,Riverside Unified,0.0,50530.0,2026-04
"Carpet,Tile",0,0,885000.0,38.01709166,-121.97652387,2770.0,,Contra Costa,1,2.0,2019.0,3,Pittsburg,5,1,2,2,,0,2.0,,,3375.0,2026-04
Wood,0,0,1350000.0,34.178391,-118.145886,1352.0,645 - Pasadena (NW),Los Angeles,0,4.0,1922.0,2,Pasadena,3,1,1,1,3,0,2.0,,,7500.0,2026-04
,0,0,680000.0,32.677052,-117.064379,1346.0,92139 - Paradise Hills,San Diego,1,1.0,1947.0,2,San Diego,3,0,1,1,,0,1.0,Other,0.0,6400.0,2026-04
,1,0,935000.0,34.399887,-118.552809,1641.0,VSUM - Valencia Summit,Los Angeles,1,2.0,1987.0,2,Valencia,3,1,1,1,2,0,2.0,William S. Hart Union,96.0,6910.0,2026-04
"Carpet,Vinyl,Wood",0,0,550000.0,34.027281,-117.114129,976.0,269 - Yucaipa/Calimesa/Oak Glen,San Bernardino,0,1.0,1939.0,1,Yucaipa,2,0,1,1,2,0,1.0,Yucaipa/Calimesa Unified,0.0,44990.0,2026-04
"Carpet,Vinyl",1,0,565000.0,33.980426,-117.358034,1274.0,252 - Riverside,Riverside,0,2.0,1921.0,2,Riverside,4,0,1,1,4,0,2.0,Riverside Unified,0.0,6970.0,2026-04
"Carpet,Tile,Wood",0,1,900000.0,33.46408842,-117.09380085,2500.0,SRCAR - Southwest Riverside County,Riverside,1,7.0,1991.0,3,Temecula,5,1,2,2,,0,3.0,,40.0,,2026-04
"Laminate,SeeRemarks,Tile",1,0,795000.0,33.890288,-117.541861,2348.0,248 - Corona,Riverside,1,2.0,1964.0,3,Corona,5,1,2,2,1,0,2.0,Corona-Norco Unified,0.0,7200.0,2026-04
"Carpet,Tile,Wood",0,0,2280000.0,37.30948882,-121.89158411,2608.0,699 - Not Defined,Santa Clara,1,2.0,2008.0,3,San Jose,4,1,,0,,0,2.0,San Jose Unified,250.0,5332.0,2026-04
,0,0,415000.0,33.920651,117.467524,648.0,252 - Riverside,Riverside,0,0.0,1940.0,1,Riverside,2,0,1,1,2,0,0.0,Alvord Unified,0.0,6098.0,2026-04
Laminate,1,0,1249000.0,33.51641,-117.680836,1237.0,LNSLT - Salt Creek,Orange,1,2.0,1987.0,2,Laguna Niguel,2,1,1,1,2,0,2.0,Capistrano Unified,122.0,5300.0,2026-04
,1,0,835000.0,34.320145000000004,-118.406041,1068.0,SYL - Sylmar,Los Angeles,1,2.0,1962.0,2,Sylmar,3,1,1,1,1,0,2.0,Los Angeles Unified,0.0,7526.0,2026-04
Vinyl,0,0,1565000.0,33.745872,-117.801222,1981.0,NTS - North Tustin,Orange,1,2.0,1957.0,2,North Tustin,3,1,1,1,3,0,2.0,Tustin Unified,0.0,10509.0,2026-04
"Carpet,Tile,Wood",1,0,953000.0,34.142672999999995,-117.965247,1456.0,617 - Duarte,Los Angeles,0,0.0,1949.0,2,Duarte,3,1,1,1,,0,,,,6628.0,2026-04
Vinyl,1,0,950000.0,34.364922,-118.55064,2538.0,NEW1 - Newhall 1,Los Angeles,1,2.0,1979.0,4,Newhall,5,1,2,2,1,0,2.0,William S. Hart Union,0.0,9049.0,2026-04
"Tile,Vinyl",1,0,2200000.0,33.634232,-117.562898,3669.0,DC - Dove Canyon,Orange,1,3.0,1993.0,5,Rancho Santa Margarita,4,1,2,2,0,0,3.0,Saddleback Valley Unified,320.0,5146.0,2026-04
,1,0,500000.0,33.949607,-117.281128,916.0,259 - Moreno Valley,Riverside,1,2.0,1984.0,1,Moreno Valley,2,1,1,1,2,0,2.0,Moreno Valley Unified,0.0,15682.0,2026-04
"Laminate,Vinyl",0,0,1410000.0,37.51651908,-121.96190421,1198.0,,Alameda,1,2.0,1959.0,2,Fremont,3,0,1,1,,0,2.0,,,6466.0,2026-04
,0,0,5100000.0,33.892951000000004,-118.398434,3180.0,143 - Manhattan Bch Tree,Los Angeles,1,2.0,2008.0,5,Manhattan Beach,5,1,2,2,1,0,2.0,Manhattan Unified,0.0,4481.0,2026-04
,1,0,445000.0,33.788057,-116.967756,1196.0,699 - Not Defined,Riverside,1,2.0,1956.0,2,San Jacinto,4,0,1,1,3,0,2.0,San Jacinto Unified,0.0,6970.0,2026-04
"Laminate,Wood",1,0,1160000.0,33.516011,-117.680133,1250.0,LNSLT - Salt Creek,Orange,1,4.0,1987.0,2,Laguna Niguel,2,1,1,1,2,0,2.0,Capistrano Unified,122.0,8234.0,2026-04
"Carpet,Tile",1,0,435000.0,34.492026,-117.402478,2021.0,VIC - Victorville,San Bernardino,1,2.0,2005.0,2,Victorville,4,1,1,1,4,0,2.0,Snowline Joint Unified,0.0,9730.0,2026-04
,1,0,408445.0,34.144233,-117.296798,1057.0,274 - San Bernardino,San Bernardino,0,2.0,1948.0,1,San Bernardino,2,1,1,1,2,0,2.0,San Bernardino City Unified,0.0,5505.0,2026-04
"Carpet,Tile,Vinyl,Wood",1,1,1905000.0,33.124955,-117.237909,2605.0,92009 - Carlsbad,San Diego,1,4.0,2000.0,4,Carlsbad,4,1,2,2,1,0,2.0,San Marcos Unified,119.0,11889.0,2026-04
"Carpet,Vinyl",1,0,520000.0,33.794457,-117.040932,1859.0,SRCAR - Southwest Riverside County,Riverside,1,2.0,2019.0,2,San Jacinto,3,0,1,1,4,0,2.0,San Jacinto Unified,63.0,13068.0,2026-04
Wood,1,1,2835000.0,34.016171,-118.379021,2882.0,C28 - Culver City,Los Angeles,1,3.0,1961.0,3,Culver City,3,1,1,1,,0,3.0,Culver City Unified,,11242.0,2026-04
"Carpet,Tile,Vinyl",0,0,925000.0,37.95646976,-122.00488139,1860.0,,Contra Costa,1,2.0,1977.0,2,Concord,4,1,1,1,,0,2.0,Mount Diablo,,12865.0,2026-04
"Carpet,Laminate",1,0,795000.0,34.429776000000004,-118.479933,1558.0,CAN1 - Canyon Country 1,Los Angeles,1,0.0,1987.0,3,Canyon Country,3,1,2,2,,0,2.0,,,72865.0,2026-04
"Carpet,Vinyl",0,1,770000.0,33.898132000000004,-118.111116,1203.0,"RH - Bellflower N of Alondra, E of Bellflower",Los Angeles,1,2.0,1953.0,2,Bellflower,3,1,1,1,3,0,2.0,Bellflower Unified,0.0,6775.0,2026-04
"Carpet,Tile,Vinyl",0,1,2370000.0,33.7599,-117.800224,3065.0,NTS - North Tustin,Orange,0,6.0,1970.0,4,North Tustin,5,1,1,1,5,0,3.0,Tustin Unified,,13800.0,2026-04
,1,0,1800000.0,33.153849,-117.270424,2808.0,92056 - Oceanside,San Diego,1,4.0,1990.0,4,Oceanside,3,0,2,2,1,0,2.0,Vista Unified,761.0,5785.0,2026-04
"Carpet,Tile",1,0,1240000.0,33.855433000000005,-118.034477,2001.0,81 - La Palma,Orange,1,2.0,1966.0,3,La Palma,4,1,2,2,1,0,2.0,Fullerton Joint Union High,0.0,4664.0,2026-04
"Tile,Wood",0,0,1185000.0,34.154181,-118.609196,1460.0,WHLL - Woodland Hills,Los Angeles,1,6.0,1954.0,2,Woodland Hills,3,1,1,1,,0,2.0,Los Angeles Unified,,6393.0,2026-04
Carpet,1,1,3700000.0,33.777352,-116.534567,4101.0,334 - South End Palm Springs,Riverside,0,3.0,2013.0,5,Palm Springs,4,1,1,1,,0,3.0,,420.0,14375.0,2026-04
"Carpet,Tile,Vinyl",0,0,885000.0,38.36484463,-121.93864398,2668.0,,Solano,1,2.0,1991.0,3,Vacaville,5,1,2,2,,0,2.0,,,10066.0,2026-04
"Carpet,Vinyl",1,0,725000.0,35.504898,-120.667699,1299.0,ATSC - Atascadero,San Luis Obispo,1,4.0,1964.0,2,Atascadero,3,1,1,1,3,0,2.0,Atascadero Unified,0.0,10800.0,2026-04
,0,0,2510000.0,37.53400034,-122.24330003,1540.0,699 - Not Defined,San Mateo,1,2.0,1979.0,2,Redwood City,3,1,1,0,,0,2.0,Other,,6074.0,2026-04
Wood,0,0,1100000.0,33.778593,-117.971107,1172.0,699 - Not Defined,Orange,1,4.0,1953.0,2,Garden Grove,3,1,1,1,3,0,2.0,Garden Grove Unified,0.0,7314.0,2026-04
Vinyl,0,0,820000.0,37.680075200000005,-122.12414057,1112.0,,Alameda,1,1.0,1944.0,1,San Lorenzo,3,1,1,1,,0,1.0,San Lorenzo,150.0,5000.0,2026-04
Wood,0,0,1195000.0,32.74564578,-117.23689908,1160.0,92107 - Ocean Beach,San Diego,0,4.0,1961.0,2,San Diego,3,1,2,2,,0,2.0,,,3600.0,2026-04
"Carpet,Tile",1,0,988000.0,33.10778991,-117.10554959,2295.0,92029 - Escondido,San Diego,0,6.0,1996.0,3,Escondido,4,1,2,2,,0,3.0,,,8252.0,2026-04
Vinyl,1,0,1215000.0,34.020477,-118.344887,1262.0,PHHT - Park Hills Heights,Los Angeles,0,6.0,1944.0,2,Los Angeles,3,1,1,1,3,0,2.0,Los Angeles Unified,0.0,6050.0,2026-04
"Carpet,Tile,Vinyl",1,0,925000.0,34.224519,-118.613455,2198.0,WEH - West Hills,Los Angeles,1,7.0,1961.0,3,West Hills,4,1,1,1,3,0,3.0,Los Angeles Unified,0.0,16877.0,2026-04
