Flooring,ViewYN,PoolPrivateYN,ClosePrice,Latitude,Longitude,LivingArea,MLSAreaMajor,CountyOrParish,AttachedGarageYN,ParkingTotal,YearBuilt,BathroomsTotalInteger,City,BedroomsTotal,FireplaceYN,Stories,Levels,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,AssociationFee,LotSizeSquareFeet,SaleYearMonth
,1,0,2145000.0,33.080709000000006,-117.291097,2264.0,92024 - Encinitas,San Diego,1,4.0,1975.0,3,Encinitas,3,1,2,2,1,0,2.0,San Dieguito Union,450.0,4469.0,2026-04
Wood,1,0,1925000.0,33.992540000000005,-118.350152,3422.0,PHHT - Park Hills Heights,Los Angeles,0,3.0,1939.0,4,Los Angeles,4,1,,3,,0,2.0,,,6071.0,2026-04
,1,1,1300000.0,34.197204,-118.322931,1453.0,610 - Burbank,Los Angeles,0,2.0,1941.0,2,Burbank,3,1,1,1,3,0,2.0,Burbank Unified,0.0,8896.0,2026-04
,0,0,2310000.0,33.69205,-117.706884,2967.0,PS - Portola Springs,Orange,1,2.0,2017.0,5,Irvine,4,1,2,2,1,0,2.0,Irvine Unified,190.0,4024.0,2026-04
,1,0,735000.0,33.971176,-118.327188,1490.0,C34 - Los Angeles Southwest,Los Angeles,1,2.0,1931.0,2,Los Angeles,3,1,1,1,3,0,2.0,Los Angeles Unified,0.0,6136.0,2026-04
,0,0,980000.0,33.868353000000006,-117.887669,1552.0,699 - Not Defined,Orange,1,2.0,1955.0,2,Fullerton,3,1,1,1,3,0,2.0,Fullerton Joint Union High,0.0,6000.0,2026-04
,0,1,1285000.0,34.21543,-118.510978,2008.0,NR - Northridge,Los Angeles,0,0.0,1951.0,4,Northridge,4,1,1,1,1,0,0.0,Los Angeles Unified,0.0,6203.0,2026-04
"Carpet,Tile",1,0,355000.0,39.125942,-121.548374,1187.0,,Yuba,1,4.0,1970.0,2,Marysville,3,0,1,1,3,0,2.0,Marysville Joint Unified,0.0,14571.0,2026-04
"Carpet,Vinyl",0,0,1139000.0,37.65399578,-122.03440466,2097.0,,Alameda,1,2.0,1969.0,3,Hayward,4,1,1,1,,0,2.0,,,8120.0,2026-04
Vinyl,0,0,1530000.0,37.92535496,-122.06789658,2101.0,,Contra Costa,1,2.0,2000.0,3,Walnut Creek,3,1,2,2,,0,2.0,,,6834.0,2026-04
"Carpet,Laminate,Tile",0,0,1625000.0,37.37400967,-121.81063367,2691.0,699 - Not Defined,Santa Clara,0,4.0,1960.0,4,San Jose,5,1,,0,,0,2.0,Other,,9750.0,2026-04
"Carpet,Stone,Wood",0,0,1375000.0,37.24286881,-121.77708963,1521.0,699 - Not Defined,Santa Clara,1,2.0,1984.0,3,San Jose,4,1,,0,,0,2.0,Other,,4495.0,2026-04
"Tile,Wood",0,0,1995000.0,37.885321000000005,-122.17076443,2159.0,,Contra Costa,1,2.0,1964.0,3,Orinda,4,1,1,1,,0,2.0,Acalanes,,26400.0,2026-04
"Stone,Tile,Wood",0,0,2136000.0,34.136065,-118.139399,2669.0,648 - Pasadena (SE),Los Angeles,0,4.0,1907.0,3,Pasadena,3,1,2,2,,0,2.0,,,7920.0,2026-04
,0,0,1010000.0,34.194364,-118.629652,1570.0,WEH - West Hills,Los Angeles,1,2.0,1957.0,2,West Hills,4,1,1,1,4,0,2.0,Los Angeles Unified,0.0,6897.0,2026-04
Laminate,1,1,995000.0,33.011647,-116.802378,2889.0,92065 - Ramona,San Diego,1,3.0,1989.0,3,Ramona,4,1,2,2,0,0,3.0,Ramona Unified,175.0,22651.2,2026-04
"Carpet,Laminate",1,0,540000.0,34.380524,-117.438492,1505.0,OKH - Oak Hills,San Bernardino,1,22.0,1993.0,2,Oak Hills,3,1,1,1,3,0,2.0,Snowline Joint Unified,0.0,95396.0,2026-04
,1,0,1211000.0,33.672406,-118.007984,1400.0,15 - West Huntington Beach,Orange,1,4.0,1974.0,2,Huntington Beach,3,1,1,1,3,0,2.0,Huntington Beach Union High,600.74,3718.0,2026-04
"Laminate,Tile",0,1,682500.0,33.91643,-117.41765,1674.0,252 - Riverside,Riverside,1,2.0,1976.0,2,Riverside,3,1,1,1,3,0,2.0,Riverside Unified,0.0,7405.0,2026-04
,0,0,1875000.0,33.04979566,-117.25445219,1830.0,92024 - Encinitas,San Diego,0,4.0,1974.0,2,Encinitas,4,1,1,1,,0,2.0,,,6600.0,2026-04
,1,0,2575000.0,34.043269,-118.536555,2158.0,C15 - Pacific Palisades,Los Angeles,0,3.0,1940.0,3,Pacific Palisades,3,1,1,1,,0,2.0,,,7937.0,2026-04
"SeeRemarks,Wood",1,0,865000.0,34.22341,-118.547384,1282.0,NR - Northridge,Los Angeles,1,2.0,1956.0,2,Northridge,4,1,1,1,4,0,2.0,Los Angeles Unified,0.0,8319.0,2026-04
Vinyl,0,0,820000.0,37.96132342,-122.2973722,1807.0,,Contra Costa,1,2.0,1977.0,3,Richmond,4,1,1,2,,0,2.0,,,7280.0,2026-04
,1,0,1220000.0,32.926094,-117.090805,1404.0,92131 - Scripps Miramar,San Diego,1,2.0,1997.0,2,San Diego,3,1,1,1,3,0,2.0,San Diego Unified,56.0,4594.0,2026-04
Carpet,0,0,930000.0,33.843387,-118.144225,1796.0,24 - Lakewood Mutuals,Los Angeles,0,4.0,1952.0,2,Lakewood,4,1,1,1,4,0,2.0,Long Beach Unified,0.0,5214.0,2026-04
"SeeRemarks,Tile",0,0,1640000.0,37.7341824,-121.94279133,2605.0,,Contra Costa,1,1.0,1970.0,4,San Ramon,5,1,2,2,,0,1.0,,,9000.0,2026-04
"Carpet,Vinyl,Wood",0,0,2210000.0,37.80633617,-121.91967915,3069.0,,Contra Costa,1,3.0,1985.0,3,Danville,4,1,2,2,,0,3.0,San Ramon Valley,210.0,16032.0,2026-04
"Carpet,Wood",1,1,4045000.0,34.14201,-118.872609,4281.0,WV - Westlake Village,Ventura,1,3.0,2004.0,4,Lake Sherwood,5,1,2,2,1,0,3.0,Conejo Valley Unified,801.0,22999.0,2026-04
"Carpet,Tile",1,1,895000.0,33.876467,-117.462924,2117.0,252 - Riverside,Riverside,1,3.0,1988.0,3,Riverside,4,1,2,2,0,0,3.0,Alvord Unified,109.0,10019.0,2026-04
"Laminate,Vinyl",0,0,780000.0,33.973456,-118.086647,1641.0,649 - Pico Rivera,Los Angeles,1,1.0,1950.0,2,Pico Rivera,3,1,1,1,3,0,1.0,El Rancho Unified,0.0,6032.0,2026-04
Laminate,0,0,1290000.0,37.27607245,-121.82088178,1140.0,699 - Not Defined,Santa Clara,1,2.0,1960.0,2,San Jose,3,1,,0,,0,2.0,Other,,18894.0,2026-04
,0,0,1180000.0,32.83311488,-117.02825691,2852.0,92071 - Santee,San Diego,1,4.0,2010.0,3,Santee,4,0,2,2,,0,2.0,,200.0,,2026-04
Vinyl,1,0,1800000.0,37.90724376,-122.27832392,2388.0,,Contra Costa,1,2.0,1955.0,3,Kensington,4,1,,0,,0,2.0,,,5000.0,2026-04
,0,0,1100000.0,33.811569,-117.99966,2963.0,"61 - N of Gar Grv, S Of Ball, E of Knott, W of Dal",Orange,1,2.0,1959.0,4,Stanton,5,1,2,2,2,0,2.0,Anaheim Union High,0.0,6500.0,2026-04
,0,0,582479.0,33.746995,-117.218177,2194.0,SRCAR - Southwest Riverside County,Riverside,1,2.0,2026.0,2,Perris,4,0,1,1,4,1,2.0,Perris Union High,99.0,6500.0,2026-04
,0,0,548000.0,33.838621999999994,-117.192021,2131.0,SRCAR - Southwest Riverside County,Riverside,1,2.0,2003.0,4,Perris,4,0,1,1,0,0,2.0,Perris Union High,131.0,4356.0,2026-04
,1,0,870000.0,33.940072,-118.343163,1870.0,102 - South Inglewood,Los Angeles,0,2.0,1951.0,2,Inglewood,4,1,1,1,4,0,2.0,Inglewood Unified,0.0,10411.0,2026-04
Vinyl,1,0,2228000.0,33.589716,-117.583154,3175.0,CC - Coto De Caza,Orange,1,2.0,1991.0,4,Coto de Caza,4,1,2,2,2,0,2.0,Capistrano Unified,385.0,5300.0,2026-04
"Carpet,Laminate,Tile",1,0,619999.0,34.015212,-117.921379,816.0,633 - Industry/La Puente/Valinda,Los Angeles,1,4.0,1955.0,1,La Puente,3,0,1,1,3,0,2.0,Rowland Unified,0.0,7604.0,2026-04
"Laminate,SeeRemarks,Tile,Wood",1,0,765000.0,34.223256,-118.437308,1014.0,PC - Panorama City,Los Angeles,1,5.0,1949.0,1,Panorama City,3,0,1,1,3,0,2.0,Los Angeles Unified,0.0,5947.0,2026-04
Carpet,1,0,695000.0,33.764684,-116.412632,2561.0,321 - Rancho Mirage,Riverside,1,4.0,1975.0,3,Rancho Mirage,3,1,1,1,,0,2.0,,1826.0,0.0,2026-04
"Carpet,Vinyl",1,0,365000.0,37.278477,-120.478956,1313.0,,Merced,1,2.0,2004.0,2,Merced,3,1,1,1,1,0,2.0,Merced Union,0.0,6603.0,2026-04
,1,0,1535000.0,32.967848,-117.134293,1764.0,92129 - Rancho Penasquitos,San Diego,1,4.0,1984.0,3,San Diego,4,1,2,2,0,0,2.0,Poway Unified,0.0,6098.4,2026-04
"Laminate,Tile",1,0,510000.0,34.494387,-117.245139,2220.0,APPV - Apple Valley,San Bernardino,1,2.0,1988.0,2,Apple Valley,4,1,1,1,4,0,2.0,Apple Valley Unified,0.0,19000.0,2026-04
,1,1,925000.0,32.885053000000006,-116.945013,2219.0,92040 - Lakeside,San Diego,0,0.0,1953.0,3,Lakeside,4,0,1,1,4,0,0.0,Lakeside Union,0.0,64904.0,2026-04
,1,0,780000.0,32.580843800000004,-117.07500213,1342.0,92154 - Otay Mesa,San Diego,1,4.0,1972.0,2,San Diego,4,0,1,1,,0,2.0,,,8700.0,2026-04
Laminate,1,0,1270000.0,34.206437,-118.480681,1909.0,LKBL - Lake Balboa,Los Angeles,0,0.0,1948.0,4,Lake Balboa,4,1,1,1,,0,,Los Angeles Unified,,8033.0,2026-04
,0,0,1790000.0,34.108736,-118.031792,2203.0,605 - Arcadia,Los Angeles,1,2.0,2023.0,3,Arcadia,4,0,2,2,1,0,2.0,Arcadia Unified,204.0,23221.0,2026-04
"Carpet,Wood",1,0,2040000.0,37.67024087,-121.73018266,3015.0,,Alameda,1,3.0,2012.0,3,Livermore,4,1,2,2,,0,3.0,Livermore Valley,109.0,10992.0,2026-04
"Bamboo,Carpet,Tile",0,0,965000.0,34.276992,-118.477221,1510.0,GH - Granada Hills,Los Angeles,0,2.0,1954.0,2,Granada Hills,4,1,1,1,1,0,2.0,Los Angeles Unified,0.0,8209.0,2026-04
"Laminate,Wood",0,0,492000.0,37.9648867,-121.3165388,1869.0,,San Joaquin,1,1.0,1934.0,2,Stockton,2,1,2,2,,0,1.0,,,18992.0,2026-04
"Tile,Wood",0,0,1730000.0,34.174756,-118.126972,1667.0,646 - Pasadena (NE),Los Angeles,0,1.0,1947.0,2,Pasadena,3,1,1,1,,0,1.0,,,6595.0,2026-04
,1,0,823000.0,34.227559,-119.001079,1058.0,VC45 - Mission Oaks,Ventura,0,1.0,1978.0,2,Camarillo,3,0,1,1,,0,1.0,,,4356.0,2026-04
,0,0,765000.0,34.02246362,-117.07042324,2304.0,269 - Yucaipa/Calimesa/Oak Glen,San Bernardino,0,6.0,1940.0,3,Yucaipa,4,1,1,1,,0,2.0,,,74923.0,2026-04
,0,0,1355000.0,33.17857189,-117.35575601,2070.0,92054 - Oceanside,San Diego,0,4.0,1964.0,3,Oceanside,4,1,2,2,,0,2.0,,,6500.0,2026-04
Wood,0,0,1050000.0,37.63952166,-122.1011989,1286.0,,Alameda,1,2.0,1959.0,2,Hayward,3,1,1,1,,0,2.0,,,5096.0,2026-04
,1,0,280000.0,34.895796000000004,-117.017283,1456.0,BSTW - Barstow,San Bernardino,1,2.0,1962.0,3,Barstow,4,0,1,1,4,0,2.0,Barstow Unified,0.0,6577.0,2026-04
"Carpet,Vinyl",1,0,210000.0,39.82145,-121.602913,1149.0,,Butte,1,6.0,1987.0,2,Magalia,2,1,1,1,2,0,2.0,Paradise Unified,310.0,11326.0,2026-04
"Carpet,Tile,Wood",0,0,1915000.0,37.48428917,-122.28080232,2020.0,699 - Not Defined,San Mateo,1,2.0,1978.0,3,San Carlos,3,1,,0,,0,2.0,Other,,12453.0,2026-04
Wood,1,0,3200000.0,37.41701788,-122.11752836,1488.0,699 - Not Defined,Santa Clara,0,2.0,1953.0,2,Palo Alto,3,1,,0,,0,0.0,Palo Alto Unified,,6043.0,2026-04
"Carpet,Wood",0,0,940000.0,37.0073685,-122.0207357,1394.0,,Alameda,1,2.0,1958.0,2,Livermore,3,1,1,1,,0,2.0,,,5225.0,2026-04
Laminate,0,0,355000.0,35.797275,-119.104524,1589.0,,Tulare,0,1.0,1970.0,2,,5,0,2,2,5,0,1.0,Delano Joint Union,0.0,10188.0,2026-04
"Carpet,Laminate,Tile",0,0,1000000.0,37.7534745,-121.55204270000002,2688.0,,San Joaquin,1,2.0,2025.0,3,Mountain House,4,0,,0,,0,2.0,Other,,6425.0,2026-04
"Tile,Wood",1,0,1630000.0,34.07277,-117.832187,3304.0,689 - San Dimas,Los Angeles,1,3.0,1985.0,4,San Dimas,6,1,2,2,2,0,3.0,Charter Oak Unified,238.0,21910.0,2026-04
Tile,0,0,775000.0,34.444238,-118.48498899999998,2118.0,PLUM - Plum Canyon,Los Angeles,1,4.0,2007.0,4,Saugus,4,1,2,2,0,0,2.0,William S. Hart Union,85.0,3921.0,2026-04
"Carpet,Tile",0,0,1200000.0,33.893427,-117.866759,1635.0,84 - Placentia,Orange,1,4.0,1963.0,2,Placentia,3,1,1,1,3,0,2.0,Placentia-Yorba Linda Unified,0.0,7952.0,2026-04
,1,0,530000.0,34.596491,-118.189267,1414.0,PLM - Palmdale,Los Angeles,1,2.0,1990.0,3,Palmdale,3,1,2,2,1,0,2.0,Westside Union,0.0,32417.0,2026-04
Laminate,0,0,550000.0,39.438335,-123.791521,1400.0,FBC - Fort Bragg Central,Mendocino,1,2.0,1979.0,2,Fort Bragg,3,1,1,1,,0,2.0,,,7970.0,2026-04
"Tile,Wood",1,0,3700000.0,34.041174,-118.395387,3753.0,C09 - Beverlywood Vicinity,Los Angeles,0,2.0,1951.0,4,Los Angeles,5,0,2,2,,0,2.0,Los Angeles Unified,879.0,6601.0,2026-04
,0,0,655000.0,37.99742061,-122.32791877,1184.0,699 - Not Defined,Contra Costa,1,1.0,1954.0,2,San Pablo,4,0,,0,,0,1.0,Other,,5200.0,2026-04
,1,0,1095000.0,33.844988,-118.161874,1619.0,23 - Lakewood Park,Los Angeles,0,2.0,1955.0,2,Lakewood,4,0,1,1,1,0,2.0,Long Beach Unified,0.0,5001.0,2026-04
"Carpet,Tile",1,0,604000.0,33.683797,-117.285447,2589.0,SRCAR - Southwest Riverside County,Riverside,1,3.0,1997.0,3,Lake Elsinore,4,1,2,2,0,0,3.0,Lake Elsinore Unified,203.0,8712.0,2026-04
,1,0,865000.0,33.898101000000004,-118.106009,1117.0,M1 - Norwalk,Los Angeles,0,0.0,1955.0,2,Norwalk,3,0,1,1,3,0,0.0,Bellflower Unified,0.0,5484.0,2026-04
"Carpet,Tile",1,1,935000.0,33.508665,-117.110921,3087.0,SRCAR - Southwest Riverside County,Riverside,1,3.0,1990.0,3,Temecula,5,1,2,2,1,0,3.0,Temecula Unified,42.0,7841.0,2026-04
,1,0,760000.0,33.908257,-118.247468,1678.0,"RN - Compton N of Rosecrans, E of Central",Los Angeles,0,2.0,1951.0,2,Compton,3,1,1,1,3,0,2.0,Compton Unified,0.0,5297.0,2026-04
"Carpet,Vinyl",1,1,800000.0,33.753583,-117.465159,2759.0,248 - Corona,Riverside,1,5.0,2005.0,3,Corona,4,1,2,2,2,0,3.0,Corona-Norco Unified,85.0,6098.0,2026-04
"Tile,Wood",1,0,2200000.0,33.985074,-118.380851,2774.0,103 - Ladera Heights,Los Angeles,1,4.0,1964.0,3,Los Angeles,5,1,2,2,,0,2.0,,,8509.0,2026-04
,1,1,1299000.0,33.377408,-117.219369,2990.0,92028 - Fallbrook,San Diego,1,10.0,1989.0,4,Fallbrook,4,1,1,1,4,0,3.0,Fallbrook Union,0.0,57063.6,2026-04
"Laminate,Tile",0,0,875000.0,37.67101781,-122.13793893,1050.0,,Alameda,1,2.0,1951.0,1,San Lorenzo,3,0,1,1,,0,2.0,,150.0,6710.0,2026-04
,1,0,600000.0,33.605478000000005,-117.260157,1442.0,SRCAR - Southwest Riverside County,Riverside,1,2.0,1987.0,2,Wildomar,4,1,1,1,4,0,2.0,Murrieta,0.0,8712.0,2026-04
Laminate,1,0,680000.0,34.125768,-117.532971,949.0,688 - Rancho Cucamonga,San Bernardino,1,2.0,1984.0,2,Rancho Cucamonga,3,0,1,1,3,0,2.0,Cucamonga,0.0,3500.0,2026-04
,1,1,675000.0,33.833185,-116.46283400000002,2155.0,335 - Cathedral City North,Riverside,0,1.0,1990.0,4,Cathedral City,4,1,1,1,,0,2.0,,,7841.0,2026-04
"Carpet,Tile,Vinyl",0,0,599311.0,38.46428065,-121.4835055,1940.0,,Sacramento,1,2.0,2025.0,3,Sacramento,3,0,2,2,,0,2.0,Sacramento City Unified,127.0,3501.0,2026-04
"Carpet,Vinyl",0,0,875000.0,33.768443,-118.309464,1745.0,193 - San Pedro - North,Los Angeles,1,2.0,2023.0,4,San Pedro,3,0,,3,0,0,2.0,Los Angeles Unified,260.0,1000.0,2026-04
Wood,1,1,815000.0,34.310946,-118.418431,1472.0,SYL - Sylmar,Los Angeles,1,3.0,1963.0,2,Sylmar,4,1,1,1,4,0,3.0,Los Angeles Unified,0.0,10490.0,2026-04
,1,0,775000.0,33.300106,-117.256664,1400.0,92028 - Fallbrook,San Diego,1,3.0,1987.0,1,Fallbrook,1,1,,3,1,0,3.0,Fallbrook Union,0.0,120225.6,2026-04
SeeRemarks,1,0,460000.0,34.504956,-117.230803,2126.0,APPV - Apple Valley,San Bernardino,1,8.0,1983.0,2,Apple Valley,4,1,1,1,4,0,2.0,Apple Valley Unified,0.0,20475.0,2026-04
,1,1,860000.0,32.578052,-117.116772,2340.0,91932 - Imperial Beach,San Diego,1,2.0,1969.0,3,Imperial Beach,4,1,2,2,0,0,2.0,Sweetwater Union,0.0,4000.0,2026-04
,0,0,425000.0,34.435818,-117.364875,1499.0,HSP - Hesperia,San Bernardino,1,4.0,1987.0,2,Hesperia,3,1,1,1,3,0,2.0,Hesperia Unified,0.0,18000.0,2026-04
"Stone,Tile,Wood",1,1,4775250.0,33.564631,-117.689049,5889.0,S2 - Laguna Hills,Orange,1,6.0,1993.0,6,Laguna Hills,5,1,2,2,1,0,3.0,Capistrano Unified,199.67,20000.0,2026-04
,1,0,690000.0,34.112874,-117.175944,2609.0,276 - Highland,San Bernardino,1,3.0,1987.0,3,Highland,4,1,2,2,0,0,3.0,Redlands Unified,164.0,10720.0,2026-04
,1,0,2350000.0,34.016091,-118.435842,1534.0,C13 - Palms - Mar Vista,Los Angeles,1,0.0,1955.0,2,Los Angeles,3,1,1,1,,0,,,,9289.0,2026-04
Laminate,1,0,675000.0,33.331509999999994,-117.162685,1299.0,92028 - Fallbrook,San Diego,1,1.0,1965.0,2,Fallbrook,2,1,1,1,2,0,1.0,Bonsall Unified,305.0,8276.0,2026-04
"Carpet,Laminate,Tile",0,0,1375000.0,37.54758205,-122.01791264,2374.0,,Alameda,1,1.0,1951.0,5,Fremont,5,0,2,2,,0,1.0,,,5429.0,2026-04
"Carpet,Stone,Wood",1,1,1580000.0,34.00783,-117.744704,3017.0,682 - Chino Hills,San Bernardino,1,3.0,1988.0,3,Chino Hills,4,1,2,2,1,0,3.0,Chino Valley Unified,0.0,12500.0,2026-04
"Carpet,Vinyl",0,0,664321.0,33.914568,-117.18248,2516.0,259 - Moreno Valley,Riverside,1,2.0,2026.0,3,Moreno Valley,5,0,2,2,1,1,2.0,Moreno Valley Unified,132.0,3997.0,2026-04
"Carpet,Tile",1,0,700000.0,34.235979,-116.874306,1659.0,289 - Big Bear Area,San Bernardino,1,2.0,1978.0,2,Big Bear Lake,3,1,2,2,3,0,2.0,Bear Valley Unified,0.0,5000.0,2026-04
Laminate,1,0,250000.0,40.26326,-122.228125,815.0,PL01 - Tehama County,Tehama,0,0.0,1940.0,1,Red Bluff,2,0,1,1,2,0,0.0,Red Bluff Joint Union,0.0,8712.0,2026-04
Laminate,1,0,875000.0,33.666109000000006,-117.142566,3998.0,SRCAR - Southwest Riverside County,Riverside,1,3.0,2020.0,3,Menifee,4,0,2,2,1,0,3.0,Menifee Union,34.0,11326.0,2026-04
"Carpet,Laminate,Stone,Wood",1,1,500000.0,39.511577,-121.473201,2104.0,,Butte,1,7.0,1956.0,3,Oroville,4,1,2,2,3,0,2.0,Oroville Union,0.0,91040.4,2026-04
"Carpet,Tile",1,0,525000.0,35.645292,-120.691867,1293.0,PSOR - Paso Robles,San Luis Obispo,1,1.0,2005.0,3,Paso Robles,3,0,2,2,2,0,1.0,Paso Robles Joint Unified,0.0,2850.0,2026-04
,0,0,1350000.0,37.81401804,-122.20534025,2456.0,699 - Not Defined,Alameda,1,2.0,1958.0,3,Oakland,4,1,,0,,0,2.0,Other,,6258.0,2026-04
Vinyl,1,0,827000.0,34.450022,-119.28009099999998,1316.0,,Ventura,0,2.0,1922.0,2,Ojai,3,0,1,1,,0,0.0,,,1316.0,2026-04
"Laminate,Wood",1,0,735000.0,33.617973,-117.116696,2641.0,SRCAR - Southwest Riverside County,Riverside,1,6.0,2018.0,3,Winchester,3,0,2,2,1,0,2.0,Menifee Union,25.0,7841.0,2026-04
"Carpet,Tile,Wood",1,0,1800000.0,37.71048746,-121.9015967,2773.0,,Alameda,1,2.0,2023.0,4,Dublin,5,0,,3,,0,2.0,Dublin,175.0,2993.0,2026-04
"Carpet,Tile",1,0,455000.0,37.34136,-120.481727,1894.0,,Merced,1,4.0,2017.0,2,Merced,4,0,1,1,4,0,2.0,Merced Union,0.0,5820.0,2026-04
"Carpet,Stone,Tile",1,0,3100000.0,37.76409417,-121.9262154,5045.0,,Contra Costa,1,3.0,2018.0,6,San Ramon,5,1,2,2,,0,3.0,San Ramon Valley,55.0,8114.0,2026-04
"Tile,Vinyl",0,0,530000.0,34.072927,-117.458355,1053.0,264 - Fontana,San Bernardino,1,2.0,1955.0,2,Fontana,3,1,1,1,3,0,2.0,Fontana Unified,0.0,7344.0,2026-04
Vinyl,1,1,1775000.0,33.659883,-117.960422,2070.0,14 - South Huntington Beach,Orange,1,4.0,1969.0,3,Huntington Beach,4,1,2,2,0,0,2.0,Huntington Beach Union High,0.0,6000.0,2026-04
"Carpet,Wood",1,0,1395000.0,34.410675,-118.567617,3367.0,VALW - Valencia Woodlands,Los Angeles,1,5.0,1999.0,3,Valencia,4,1,2,2,0,0,3.0,William S. Hart Union,297.0,6427.0,2026-04
"Tile,Vinyl",1,0,1200000.0,34.409883,-118.433093,3965.0,CAN3 - Canyon Country 3,Los Angeles,1,3.0,2008.0,4,Canyon Country,5,1,2,2,1,0,3.0,Sulphur Springs Union,95.0,6412.0,2026-04
,1,1,810000.0,34.037568,-117.945501,1438.0,633 - Industry/La Puente/Valinda,Los Angeles,1,2.0,1955.0,2,La Puente,5,0,1,1,5,0,2.0,Los Angeles Unified,0.0,6130.0,2026-04
"Carpet,Vinyl",0,0,1100000.0,35.026769,-120.496383,2604.0,NPMO - Nipomo,San Luis Obispo,1,2.0,2003.0,3,Nipomo,4,1,1,1,4,0,2.0,Lucia Mar Unified,0.0,10091.0,2026-04
"Carpet,Wood",1,0,749900.0,34.453974,-118.513015,1289.0,BOUQ - Bouquet Canyon,Los Angeles,1,2.0,1988.0,3,Saugus,3,1,2,2,0,0,2.0,William S. Hart Union,64.0,5187.0,2026-04
Laminate,1,1,1649000.0,34.162622,-118.031487,1871.0,605 - Arcadia,Los Angeles,1,4.0,1952.0,3,Arcadia,4,0,1,1,4,0,2.0,Arcadia Unified,0.0,9443.0,2026-04
,0,0,727000.0,34.238691,-118.64168,,CHT - Chatsworth,Los Angeles,0,1.0,1930.0,1,Chatsworth,2,0,1,1,,0,1.0,,,10373.0,2026-04
"SeeRemarks,Wood",1,0,1210000.0,34.158122,-118.294272,1398.0,628 - Glendale-South of 134 Fwy,Los Angeles,0,2.0,1939.0,2,Glendale,3,1,1,1,3,0,2.0,Glendale Unified,0.0,6048.0,2026-04
Vinyl,1,0,2050000.0,33.877701,-117.796346,2300.0,85 - Yorba Linda,Orange,1,2.0,1960.0,3,Yorba Linda,3,0,1,1,3,0,2.0,Placentia-Yorba Linda Unified,0.0,12078.0,2026-04
Vinyl,0,0,349990.0,34.750246999999995,-118.079678,1049.0,LAC - Lancaster,Los Angeles,0,3.0,1956.0,1,Lancaster,3,1,1,1,3,0,3.0,Lancaster,0.0,109649.0,2026-04
Tile,1,1,1015000.0,33.822243,-117.966374,1472.0,79 - Anaheim West of Harbor,Orange,0,2.0,1954.0,2,Anaheim,4,1,1,1,4,0,2.0,Anaheim Union High,0.0,7200.0,2026-04
Laminate,1,0,1060000.0,34.196377000000005,-118.454376,1587.0,VN - Van Nuys,Los Angeles,0,0.0,1949.0,3,Van Nuys,4,1,1,1,4,0,0.0,Los Angeles Unified,0.0,7226.0,2026-04
"Laminate,Tile",0,0,600000.0,33.687397999999995,-117.248214,1464.0,SRCAR - Southwest Riverside County,Riverside,1,2.0,1983.0,2,Canyon Lake,3,1,1,1,3,0,2.0,Lake Elsinore Unified,357.0,7405.0,2026-04
Laminate,0,0,654000.0,33.688862,-117.379613,2319.0,699 - Not Defined,Riverside,1,2.0,2018.0,3,Lake Elsinore,5,0,1,1,5,0,2.0,Lakeport Unified,0.0,9583.0,2026-04
,0,0,519900.0,34.040107,-117.50025,839.0,264 - Fontana,San Bernardino,0,2.0,1986.0,1,Fontana,2,0,1,1,2,0,2.0,Fontana Unified,0.0,5000.0,2026-04
"Carpet,Tile,Vinyl",1,0,819000.0,33.464917,-117.092388,2665.0,252 - Riverside,Riverside,1,9.0,1997.0,3,Temecula,4,1,2,2,,0,3.0,,155.0,4792.0,2026-04
"Carpet,Vinyl",1,0,400000.0,37.322531,-120.445616,1712.0,,Merced,1,2.0,1960.0,2,Merced,4,1,1,1,4,0,2.0,Merced City,0.0,10000.0,2026-04
,1,1,682500.0,33.675111,-116.297983,1745.0,313 - La Quinta South of HWY 111,Riverside,1,2.0,2003.0,2,La Quinta,3,1,1,1,3,0,2.0,Desert Sands Unified,0.0,4792.0,2026-04
Laminate,0,1,440000.0,33.75285,-116.304374,1296.0,324 - East Palm Desert,Riverside,1,2.0,1981.0,2,Palm Desert,2,0,,0,,0,2.0,,180.0,5227.0,2026-04
,1,0,775000.0,34.399502000000005,-118.484219,1797.0,NEW4 - Newhall 4,Los Angeles,0,0.0,2014.0,3,Newhall,3,0,2,2,,0,,,193.0,29350.0,2026-04
"Tile,Wood",0,0,1210000.0,34.081975,-118.352815,1254.0,C19 - Beverly Center-Miracle Mile,Los Angeles,0,2.0,1926.0,2,Los Angeles,3,1,1,1,,0,,,,3024.0,2026-04
"Carpet,Wood",1,0,7130000.0,34.1656,-118.513555,8685.0,ENC - Encino,Los Angeles,1,4.0,2000.0,7,Encino,6,1,2,2,,0,4.0,,,52272.0,2026-04
"Carpet,Vinyl",0,0,449900.0,34.513348,-117.443043,1583.0,ADL - Adelanto,San Bernardino,1,2.0,2025.0,3,Adelanto,3,0,2,2,0,1,2.0,Adelanto,0.0,7617.0,2026-04
,0,0,1130000.0,33.926653,-118.366326,1931.0,107 - Holly Glen/Del Aire,Los Angeles,0,0.0,1941.0,3,Hawthorne,5,0,1,1,5,0,0.0,Wiseburn Unified,0.0,7036.0,2026-04
